createdAt,externalId,userId
2022-03-22T04:42:47.487Z,1c30a5ce-18fe-4538-87e4-a189d0a540da#HPT,0d888049-7758-4c56-a9be-49c1148f74e3
2022-03-24T02:37:09.937Z,34c0b338-d0dc-4705-a193-9fae00a31c48#HPT,0da0c97f-5124-4c34-abc9-463b0df205df
2022-03-24T04:18:06.621Z,49b425ff-0a85-4d9d-a4fe-722ec7888f64#HPT,1dafc88c-8036-4a96-a972-e4fc0c18cbcd
2022-03-22T11:19:24.302Z,1fbd5ff0-c271-4ea0-9cf7-00c175d5d88b#HPT,226c6b57-409e-480d-9501-da98fc8693fc
2022-03-24T04:55:40.959Z,111bb7a3-03e2-4b3d-bdab-7966f3a13683#HPT,26d60140-894f-4242-8f8c-ee3b22e5968e
2022-03-22T09:44:45.514Z,1a55da2f-ec5f-4b97-bd99-62b2d8212600#HPT,28fb432f-35f6-4da4-824d-685b2dbf63f8
2022-03-23T20:45:40.212Z,caf68a62-013d-40cd-a726-83f21c3c22de#HPT,2dd7ddae-cdc1-42de-b6ee-c9943fb61022
2022-03-22T15:13:16.318Z,9f061e7f-37c8-4e61-932c-5f488ae77857#HPT,2fb23595-510a-4a8a-aaf6-d94ed6ccecd2
2022-03-22T03:42:44.058Z,afd519c2-3c50-4df0-8c5f-8b61fd7226c1#HPT,34404729-24d7-4617-9fe2-5825b90b58e6
2022-03-22T11:16:50.082Z,8b738133-0075-419b-b963-8bebb5d0b5b0#HPT,392b28d1-0097-4734-9e74-e94b5f456a93
2022-03-22T10:18:19.839Z,204c53a2-df95-4b5e-a22e-ad14c0724df8#HPT,43371adb-a0d6-4992-92f2-f2014bc71355
2022-03-24T03:43:29.694Z,3025353a-b6d2-443f-9eb6-64965715f8d5#HPT,44e83f40-5310-465b-aba5-9b6862f5b069
2022-03-22T07:40:16.786Z,4e3138b3-d016-4d28-8986-e6b0a2532466#HPT,4a73ccc6-7aad-499c-a661-e585f4d0a08a
2022-03-24T04:22:42.540Z,8b0c2587-c096-483a-86b4-8c6e72162716#HPT,4dd28078-77e4-45c5-8649-c6af3748ebf0
2022-03-22T09:55:41.273Z,263d448c-77f0-498d-ae11-9aba8f732896#HPT,4f8364fd-3d3e-4d6e-9ab0-8cf509db0e39
2022-03-22T10:08:31.101Z,dd6334e4-bf9b-4a1b-80c2-bf37d89d91d5#HPT,5827c131-fda6-436e-820d-efe45c6b7761
2022-03-23T17:28:11.299Z,b781363d-6040-4913-b9ce-99683098e4e7#HPT,58e07449-6231-4f4a-8a3e-57c26f8c0d1d
2022-03-23T13:33:32.349Z,4c30c7e6-b663-42f7-9c02-4b4012903d30#HPT,64443629-27f8-4b00-9f59-c5e619736c9f
2022-03-24T03:47:22.464Z,2145e270-d57f-427f-97c5-6e0c954bc475#HPT,673ba6b4-239e-44f8-9fae-57b5397de807
2022-03-23T06:50:09.551Z,b29b1ad6-0084-4b8e-a26f-a61a2abe5b78#HPT,68521dfc-37fc-4c66-80af-de7804945703
2022-03-23T09:48:16.599Z,73e89798-10c4-4881-a958-109a2cca121d#HPT,7a552e93-9d86-480e-ab4f-a69f2a99257b
2022-03-23T05:09:02.949Z,5b6d20cc-7eb7-4567-8929-88146fc39c40#HPT,7a7881b3-beaa-4f73-af15-1367f84e9be1
2022-03-22T11:02:01.307Z,587bc86e-e822-4aa3-9b9f-d2f787515d73#HPT,7c26267d-7425-416a-a07d-e566e0c20096
2022-03-24T00:12:28.512Z,0111d636-31c4-457a-a7e3-26be789a7dc8#HPT,7daa9f3f-8b5e-4589-bf36-67869c3b099e
2022-03-23T09:48:35.590Z,256b4b57-3d75-4007-a5bd-e0f7cd4b1577#HPT,84c23bd6-2d78-4fac-9c11-144d55d94a3f
2022-03-23T03:15:02.747Z,4d7fc69c-196e-4ab5-9976-1a2fa9bf7eef#HPT,899b905d-e1e2-4a13-b1f2-6076ceef4150
2022-03-22T22:18:54.455Z,14c89581-5603-45cc-9c59-a32250cc13df#HPT,8a7096f6-887e-43d4-a6c0-17cd5805902f
2022-03-24T04:55:29.371Z,6eebb1f1-d1e4-402d-9604-ceedc7d379c6#HPT,8ae875fc-16c9-4ee2-96be-dc9370d0fc4b
2022-03-23T08:36:09.840Z,5fe4566f-7227-4d14-b756-9870cf594ce3#HPT,8fc83089-6079-4170-94c1-8262b4fbb69e
2022-03-22T05:44:43.723Z,1a9e314f-7db0-488e-82d9-d90e4036ab06#HPT,9723cf67-7902-47da-8391-c0bcb7e0ff15
2022-03-22T02:58:35.765Z,9c6ada58-adf0-4f72-83dd-1efe8ab0438b#HPT,abf6ad4d-bf01-4054-84e5-6e23e706dddd
2022-03-23T02:47:18.636Z,9eb1f720-d7d8-458b-bdf1-a6fda611f180#HPT,b1ac53e0-e8a3-461c-922a-93df67f16ebf
2022-03-23T12:29:34.441Z,202ed3e7-ccd9-4293-b320-3eec8dd5e6ce#HPT,b214a615-29f9-458c-8c19-9b4ae5926714
2022-03-22T23:55:17.095Z,bce9eb02-f309-4d33-82e4-66c223c343ea#HPT,b838d1da-1d75-4d18-b259-927d5805b4fe
2022-03-23T09:41:54.866Z,68a80d1b-a470-4f42-bdee-f6ca42b4cccf#HPT,bfb61ed9-65cf-4d48-a0ca-fede11a13317
2022-03-24T01:47:26.960Z,6fb33a32-7679-472a-9237-92fa7921de48#HPT,c4937ce8-33a9-4423-b41a-720b98b352ef
